"시군명","연락처","행사주최","장소","시간","행사종료일","행사시작일","내용","제목","고유번호"
"김해시","055-340-7000","김해문화재단, 클레이아크김해미술관","클레이아크김해미술관 돔하우스","11:00~17:00 (예정)","2022-12-13","2022-12-13","기자간담회 및 개막식(내빈 및 작가소개, 전시 설명 및 투어 등)","돔하우스 건축프로젝트 개막식","41842925"
"김해시","","장유여성합창단","김해서부문화센터 하늬홀","19:30","2022-12-13","2022-12-13","길고 힘들었던 코로나 였지만 음악은 멈추지 않고 계속 나아가야 한다는 의미로 진행되는 장유여성합창단의 제7회 정기연주회","장유여성합창단 제7회 정기연주회","41842924"
"김해시","055-320-1234","(재)김해문화재단","김해문화의전당누리홀","11:0014:00","2022-12-10","2022-12-10","그림책 같은 빛과 그림자가 어우러져 만드는 신비한 비주얼, 아이와 어른의 상상력을 자극하는 감성적인 어린이 뮤지컬","놀이뮤지컬<프렌쥬 신비의 손전등>","41842923"
"김해시","070-8824-0356","김해문화재단문화도시센터","김해문화의전당1층 로비","미정","2022-12-09","2022-12-09","2022 문화도시 추진사업 관련 결과자료 시민 초청 공유","문화도시김해 박람회<되새;김해>","41842922"
"김해시","070-8824-0356","김해문화재단문화도시센터","김해문화의전당1층 마루홀","19:00","2022-12-09","2022-12-09","문화도시 홍보대사와 함께 문화도시 시민클럽의 활성화를 위한 공연x토크 콘서트 개최","2022 부르다 콘서트","41842921"
"김해시","055-344-1800","(재)김해문화재단","김해서부문화센터 하늬홀","9일  19:3010일 14:00     18:3011일 14:00","2022-12-11","2022-12-09","대한민국 국가대표 일루셔니스트인 이은결의 국내 최대 스케일 퍼포먼스로 독창적인 무대표현과 예술적 상상력, 기술이 절묘하게 조합된 새로운 퍼포먼스들을 선보임.","이은결 [더 일루션-마스터피스]","41842920"
"김해시","055-330-7393","(사)김해시자원봉사단체협의회","김해문화의전당누리홀","13:00","2022-12-08","2022-12-08","김해시자원봉사단체협의회 주관, 지역사회와 이웃을 위해 헌신한 자원봉사자의 노고를 격려하고 자원봉사 활성화를 위한 행사","2022김해시자원봉사자 한마음대회","41842919"
"김해시","055-340-7000","김해문화재단, 클레이아크김해미술관","클레이아크김해미술관","상시","2023-01-29","2022-12-06","크리스마스 트리 설치, 포춘쿠키 선물, SNS 이벤트, 송년공연 등","2022년 송년이벤트","41842918"
"김해시","070-8824-3862","김해문화재단문화도시센터","동상동 및 부원동 일원","12:00~17:30","2022-12-04","2022-12-04","가치가게들을 통며 문화적 가치 실천에 대한 공유 및 가치에 대한 토론을 진행하는 가치 투어","가치 떠나는 가치 여행","41842917"
"김해시","055-330-4943","크리스마스문화축제 추진위원회","시민의 종 광장,분성광장","점등17:00~24:00,행사14:00~19:00","2022-12-26","2022-12-03","- 대형트리 전시(2개소)- 세계크리스마스 트리 꾸미기,  캐롤송 경연대회 등","제9회 세계크리스마스문화축제","41842916"
"김해시","","보현실버합창단","김해문화의전당누리홀","19:30","2022-12-03","2022-12-03","김해에 거주하는 60~70대 여성으로 이루어진 단체로 다양한 장르의 노래합창","보현실버합창단 정기연주회","41842915"
"김해시","055-320-1234","(재)김해문화재단","김해문화의전당마루홀","3일 18:004일 15:00","2022-12-04","2022-12-03","국립발레단 출연의 크리스마스이브에 마리가 선물 받은 호두까기인형이 꿈속에서 왕자로 나타나 아름다운 사랑을 나눈다는 이야기","국립발레단 호두까기인형","41842914"
"김해시","055-330-3244","김해시·(사)김해도예협회","신세계백화점김해점","10:00~20:00","2022-12-04","2022-12-01","김해도자기 전시 및 판매관광사업체 작품 전시·판매,체험도자기와 단감빵 플레이팅","지역 청년 도예인과 함께하는 신세계백화점 同行","41842913"
"김해시","","김해여성합창단","김해문화의전당누리홀","19:30","2022-12-01","2022-12-01","아름다운 음악을 통해 세대간의 소통과 화합, 상호이해를 증진시키는 음악회","3대가 함께하는 효 음악회","41842912"
"김해시","055-340-7930","(재)김해문화재단","김해가야테마파크철광산공연장","평일 14:00주말 14:00     16:30","2022-12-31","2022-12-01","가야의 전설을 중심으로 다양한 미술기법(그라타주, 스크래치 등)과 퍼포먼스, 조명, 음악이 어우러진 비언어극(넌버벌)","페인터즈가야왕국","41842911"
"김해시","055-340-7004","(재)김해문화재단 클레이아크김해미술관","큐빅하우스 전관","10:00~18:00","2023-03-26","2022-11-25","2022 장단기 입주작가 입주결과물 전시","2022 입주작가결과보고전","41842910"
"김해시","055-340-7003","(재)김해문화재단 클레이아크김해미술관","클레이아크김해미술관 돔하우스","10:00~18:00","2023-02-26","2022-10-22","흙의 본질적인 특성과 조형적 확장성, 건축적 가능성과 실험성을 보여주는 건축타일, 도자조형, 평면설치등 50여점 전시(작가 이재준, 강경연)","2022 하반기 기획전<친애하는 흙>","41842909"
"김해시","055-344-7049","(재)김해문화재단 클레이아크김해미술관","클레이아크김해미술관 돔하우스","10:00~17:30","2023-02-26","2022-03-25","시각을 압도하는 대형 큐브작품 및 거울 연출로 실제와 허상의 감각적 차이를 이해하고 직접 공간의 일부가 되어 보는 어린이 체험전 (참여작가: 노주련)","2022 키움 <원더 큐브>","41842908"
"사천시","055-831-2711","연지골예술원","문화예술회관","19:30","2022-12-27","2022-12-27","BAT와 함께 하는 청년지원 사업 ""춤과 음악이 함께하는 아름다운 사천""","BAT와 함께 하는 청년지원 사업 ""춤과 음악이 함께하는 아름다운 사천""","41842907"
"사천시","055-831-2713","사천시여성합창단","문화예술회관","19:00","2022-12-15","2022-12-15","사천시여성합창단 정기공연","사천시여성합창단 정기공연","41842906"
"사천시","055-831-2711","연지골예술원","문화예술회관","19:30","2022-12-09","2022-12-09","BAT와 함께 하는 청년지원 사업 ""동양의 춤, 서양음악과 만나다""","BAT와 함께 하는 청년지원 사업 ""동양의 춤, 서양음악과 만나다""","41842905"
"사천시","055-831-2716","국가무형문화재 진주삼천포 농악보존회","무형문화재 전수교육관","19:00","2022-12-07","2022-12-07","전수교육관 활성화사업 ""사천 예술악회""","전수교육관 활성화사업 ""사천 예술악회""","41842904"
"통영시","055-650-0400","통영국제음악재단","통영국제음악당 콘서트홀","17:00","2022-12-17","2022-12-17","? 티켓가격: R석 8만원, S석 5만원, A석 3만원, B석 2만원? 프로그램: 겨울 나그네(슈베르트)","기획공연 「토마스 햄슨의 겨울 나그네」","41842903"
"통영시","055-650-0400","통영국제음악재단","통영국제음악당 블랙박스","19:30","2022-12-16","2022-12-16","? 출 연 자: 마리아 킴(피아노&보컬), 옥진우(기타), 박진교(베이스),              김건영(드럼)? 티켓가격: 전석 2만원? 프로그램  - Basin Street Blues  - Dancing in the Dark  - Some Cats Know  - Have Yourself a Merry Little Christmas 외 6곡","재즈나이트 61 - 마리아 킴 콰르텟","41842902"
"통영시","055-650-0400","통영국제음악재단","통영국제음악당 콘서트홀","19:30","2022-12-15","2022-12-15","? 출 연 자: 단원 70명, 교육진 14명(지휘자 1명, 교육강사 13명)? 프로그램  - 반 맥코이: 아프리칸 심포니  - 르로이 앤더슨: 타자기 협주곡  - 요한&요제프 슈트라우스: 피치카토 폴카  - 모차르트: 피아노 협주곡 23번 1악장  - 스비리도프: 눈보라  - 베토벤: 맘보","꿈의 오케스트라 통영 「제8 회 정기연주회」","41842901"
"통영시","055-650-0400","통영국제음악재단","통영국제음악당 콘서트홀","17:00","2022-12-10","2022-12-10","? 출 연 자: 송지원(바이올린), 이정현(첼로), 서형민(피아노)? 티켓가격: A석 3만원, B석 2만원? 프로그램: 피아노 삼중주 제1번, Op. 8(브람스) 등","윤이상국제음악콩쿠르 위너스 콘서트 - 송지원·이정현·서형민 트리오","41842900"
"통영시","055-650-0400","통영국제음악재단","통영국제음악당 콘서트홀","19:30","2022-12-06","2022-12-06","? 출 연 자: 임윤찬(피아노)? 티켓가격: R석 8만원, S석 5만원, A석 3만원, B석 2만원? 프로그램  - 올랜도 기번스: 솔즈베리 영주님 ? 파반 & 가야르드  - 바흐: 인벤션과 신포니아 중 15개의 3성 신포니아   - 리스트: 두 개의 전설, S. 175 외 1곡","임윤찬 피아노 리사이틀 - 스타인웨이 위너 콘서트 인 코리아","41842899"
"통영시","055-650-0400","통영국제음악재단","통영국제음악당 블랙박스","15:00","2022-12-04","2022-12-04","? 출 연 자: 즐거운 앙상블 참가자 및 강사 총 20명? 프로그램  - 바흐: 두 대의 바이올린을 위한 협주곡  - 파헬벨: 캐논  - 비발디: 첼로 소나타 5번 中 알레그로  - 생상스: 동물의 사육제 中 백조  - 자이츠: 협주곡 5번 中 1악장 外  - 슈만: 피아노 콰르텟 4번 中 안단테 칸타빌레","온라인 마스터클래스 「즐거운 앙상블」발표회","41842898"
"통영시","055-650-0400","통영국제음악재단","통영국제음악당 콘서트홀","15:00","2022-12-03","2022-12-03","? 출 연 자: 강동석(바이올린), 박재홍(바이올린), 김상진(비올라)             조영창(첼로), 채재일(클라리넷), 김영호(피아노),             문지영(피아노)? 티켓가격: 전석 무료? 프로그램      - 베토벤: 피아노, 클라리넷과 첼로를 위한 삼중주 B♭장조, Op.11      - 시벨리우스: 바이올린과 비올라를 위한 이중주 C장조      - 풀랑크: 바이올린, 클라리넷과 피아노를 위한 고성으로의 초대      - 드보르자크: 피아노 5중주 2번 A장조, Op.81","해피위켄드 - 강동석&친구들과 떠나는 실내악 여행","41842897"
"통영시","055-650-4515","통영미술청년작가회","통영시 통제영거리 역사홍보관(문화동)","-","2022-12-18","2022-12-02","? 통영미술청년작가회 회원 작품 전시 및 온라인 미디어 기록 영상 상영? 통영미술청년작가회 회원 작품 굿즈 판매 등","제12회 통영미술청년작가회 정기전","41842896"
"통영시","055-650-4515","(사)한국민화협회 통영지부","통영시민문화회관 제2전시실(동호동)","-","2022-12-07","2022-12-01","? 한국민화협회 통영지부 회원 작품 전시(전통 민화, 현대 민화, 창작 민화 등)","제4회 한국민화협회 통영지부 정기전시회","41842895"
"진주시","-","진주 YMCA","경상남도 문화예술회관 대공연장","17:00~19:00","2022-12-25","2022-12-25","진주 YMCA 청소년 오케스트라 제12회 정기연주회 평화를 주제로 한 클래식공연","청소년 평화음악회","41842894"
"진주시","055-749-8595","진주시/진주시립교향악단","경남문화예술회관","19:30~21:00","2022-12-22","2022-12-22","진주시립교향악단 송년연주회","제97회 진주시립교향악단 정기연주회","41842893"
"진주시","055-749-8595","진주시/진주시립국악관현악","경남문화예술회관","19:30~21:00","2022-12-20","2022-12-20","진주시립국악관현악단 송년연주회","제74회 진주시립국악관현악단 정기연주회","41842892"
